message_id,allocation_date,authorized_customer_id,raw_message,message_difficulty,split,message_hash_sha256
M000230,2025-01-20,C012,"Morning, can u send 39 kg lett grade B, substitution OK for 20/01; same delivery slot. Ref 12",hard,development,4de88fcdf7edda0bd9b490a00126f1d93e8709e73557ddca039db668260417fd
M000231,2025-01-21,C001,"Amendment - need 5 box tomato grade A, no substitutes for 21/01; confirm asap. Ref 01",hard,development,8f7cc979c024562c512531d1d89cb9d6cf865510a411b1d2e4039ccf7ab0b99f
M000232,2025-01-21,C002,"Please deliver 15 kg tomatoes grade B, substitution OK; also 2 box lettuce grade A, no substitutes; also 15 kg spin grade A, no substitutes on 2025-01-21. Customer ref C002.",standard,development,f1dd4a5d48cc3858fbfb9d8bf2e298933c585fe4e4a5d0799f9cf1ea0f4a47d6
M000233,2025-01-21,C003,"Please deliver 20 kg lett grade A, no substitutes; also 5 kg broc grade A, no substitutes on 2025-01-21. Customer ref C003.",standard,development,97381b6475604edf590ff85e42e3d389b0de99630c176ce8a0ab02cfbcfae86a
M000234,2025-01-21,C004,"Please deliver 51 kg toms grade B, substitution OK; also 22 kg bell pepper grade B, no substitutes; also 5 box broccoli grade A, no substitutes on 2025-01-21. Customer ref C004.",standard,development,0d743dd98978f7dd17507f76ea2826bad730debad7162927b7b1e6410f51f60d
M000235,2025-01-21,C005,"Please deliver 8 kg lettuce grade B, substitution OK; also 6 kg strawberry grade A, no substitutes; also 30 kg leaf spinach grade A, no substitutes; also 19 kg car grade B, substitution OK on 2025-01-21. Customer ref C005.",standard,development,1bfc1a1fe0e50e502ea00c540434eadc44b2fce500af2253908d2d9bf9fcb9f2
M000236,2025-01-21,C006,"Please deliver 4 box tomatoes grade A, no substitutes; also 1 crate cuke grade A, no substitutes; also 11 kg strawberries grade A, no substitutes; also 1 box spin grade A, substitution OK; also 15 kg broc grade A, no substitutes on 2025-01-21. Customer ref C006.",standard,development,93fc94e2ee361904a475b872876109c90c56c84a09dcc6d111394b2e05a57d7a
M000237,2025-01-21,C007,"Please deliver 11 kg lett grade A, no substitutes; also 3 kg berries grade B, substitution OK; also 3 box spinach grade A, no substitutes; also 30 kg car grade A, no substitutes on 2025-01-21. Customer ref C007.",standard,development,ef9ea9f28ed9aabb5adb06b3364053f615cfa4c55f9a51b7fa7fe1fd1975d558
M000238,2025-01-21,C008,"Please deliver 3 box cucumber grade A, no substitutes; also 9 kg strawberry grade A, no substitutes; also 45 kg bell pepper grade A, no substitutes on 2025-01-21. Customer ref C008.",standard,development,4ecff096489034b10428bd3b61d8c73b4abd1cb42e3a69b6f5bf559a20e1de2e
M000239,2025-01-21,C009,"Please deliver 4 box cuke grade B, substitution OK; also 17 kg carrots grade A, no substitutes on 2025-01-21. Customer ref C009.",standard,development,b3393c8fbb890137912aa8fb21df43fcae44a311218cc8bb431353946cca80f2
M000240,2025-01-21,C010,"Please deliver 12 kg cuke grade B, no substitutes; also 1 crate strawberry grade A, substitution OK on 2025-01-21. Customer ref C010.",standard,development,351427a9faa2f062fc45236f8e53bb5da76e3dc2274679540237de6f4c75ef6f
M000241,2025-01-21,C011,"Hi team pls arrange 23 kg carrots grade A, substitution OK for 21/01; same delivery slot. Ref 11",hard,development,6f9837fdab0c10fd3bc22fd77e87a48bb209943b0a9c22817c4c4658974f7e4d
M000242,2025-01-21,C012,"Please deliver 4 box tomato grade A, substitution OK; also 8 box cucumber grade A, no substitutes; also 4 kg spinach grade B, substitution OK; also 28 kg car grade A, no substitutes on 2025-01-21. Customer ref C012.",standard,development,210cbb11818c0192744a5bd95788204f2a45005d3227ad7d95b038e3d1c87746
M000243,2025-01-22,C001,"Morning, can u send 12 kg cucumbers grade A, no substitutes; also 2 box strawberry grade A, no substitutes; also 32 kg carrots grade B, no substitutes for 22/01; call if any issue. Ref 01",hard,development,8d9162ccab4f9087e4eecd49337d48ae87e65db764b904c0d876eed264006d70
M000244,2025-01-22,C002,"Please deliver 11 kg lett grade B, substitution OK; also 9 kg cuke grade A, no substitutes; also 1 crate leaf spinach grade A, no substitutes; also 12 kg brocc grade A, no substitutes on 2025-01-22. Customer ref C002.",standard,development,d6dc471742bd86e4d272d88caf8a32d97e8e61f03fe78d638a18b03c5805dc64
M000245,2025-01-22,C003,"Amendment - need 12 box tomato grade A, no substitutes; also 3 kg strawberries grade B, substitution OK; also 37 kg car grade B, substitution OK; also 1 box broc grade A, no substitutes for 22/01; confirm asap. Ref 03",hard,development,2c47ea0f13d0af18cddedccfbf04a9c40b1e166cd7262262be15991f1724434e
M000246,2025-01-22,C004,"Morning, can u send 2 box capsicum grade A, no substitutes; also 45 kg spin grade B, substitution OK for 22/01; confirm asap. Ref 04",hard,development,65892deb2efc5b29e9de0cf3f5aed1dd0ba49bbf64a7f5ba223362e3fcbe2187
M000247,2025-01-22,C005,"Please deliver 1 box brocc grade A, no substitutes on 2025-01-22. Customer ref C005.",standard,development,c341b28018b430a63b2ca502786a98aded449e85139486ddd8b3da98fc0aa204
M000248,2025-01-22,C006,"Please deliver 35 kg tomatoes grade A, no substitutes; also 1 crate strawberry grade A, substitution OK on 2025-01-22. Customer ref C006.",standard,development,9f555916d0a89269b9babe3988b8320a0884346b30e796b1582eb6776081d6b3
M000249,2025-01-22,C007,"Please deliver 33 kg lettuce grade A, no substitutes; also 28 kg cucumbers grade A, no substitutes; also 25 kg broc grade B, substitution OK on 2025-01-22. Customer ref C007.",standard,development,3eb70a07b7727360a02784d17e4707b24edfadf80f8fd2aec8a1cddb53d17118
M000250,2025-01-22,C008,"Morning, can u send 16 kg peppers grade A, no substitutes; also 12 kg carrots grade A, no substitutes for 22/01; confirm asap. Ref 08",hard,development,e0e9669103345b2ddc29ba4a1b475db43def5c33a162bbbb851b9a18ef31a9ed
M000251,2025-01-22,C009,"Please deliver 19 kg lettuce grade B, no substitutes; also 6 box cucumbers grade B, substitution OK; also 15 kg strawberry grade A, substitution OK; also 35 kg peppers grade A, no substitutes on 2025-01-22. Customer ref C009.",standard,development,21c56f3d8462ecde440150f30ac14a8b1b2cc73a9a2cb8bb2a2162eedf131888
M000252,2025-01-22,C010,"Amendment - need 25 kg cuke grade A, no substitutes; also 1 crate leaf spinach grade A, no substitutes; also 19 kg carrot grade B, no substitutes for 22/01; call if any issue. Ref 10",hard,development,0080c0ef2e67f77a4b503f6c31fad557de7af627bfbec7bc08f3c4b2193f60c9
M000253,2025-01-22,C011,"Please deliver 3 crate lettuces grade A, no substitutes; also 13 kg strawberry grade A, substitution OK on 2025-01-22. Customer ref C011.",standard,development,d31d180a0113aa354669d7cf1451554f9100499731659b1117a729aa2d6edb4c
M000254,2025-01-22,C012,"Hi team pls arrange 20 kg broc grade B, no substitutes for 22/01; same delivery slot. Ref 12",hard,development,6d286701ba04387913f4737d6f5d18ed561beec786e77975d2d796ba00eb22c8
M000255,2025-01-23,C001,"Please deliver 29 kg lett grade A, no substitutes; also 9 kg leaf spinach grade A, no substitutes on 2025-01-23. Customer ref C001.",standard,development,1433445bf8a806f0c4adfc9f9e106ca70780dfbfa1b9a5cfc5640db55e74db7f
M000256,2025-01-23,C002,"Please deliver 24 kg strawberries grade B, substitution OK on 2025-01-23. Customer ref C002.",standard,development,bb1f5559fc8a6202e015c16a8ec1203f46fc615cd8571a8df766bf3115582a76
M000257,2025-01-23,C003,"Please deliver 1 box capsicum grade A, no substitutes; also 3 kg spinach grade A, no substitutes; also 14 kg broccoli grade A, no substitutes on 2025-01-23. Customer ref C003.",standard,development,5ce315774bcfe21a5463cb386f612d492aca88452791a3b6b2e062e39a149330
M000258,2025-01-23,C004,"Morning, can u send 86 kg tomato grade A, no substitutes; also 3 crate brocc grade A, substitution OK for 23/01; call if any issue. Ref 04",hard,development,db30ffce236b12e8c02156fac5db76f8398d7d2bd5ef8ce7c95de1f1a73bf034
M000259,2025-01-23,C005,"Please deliver 3 kg cucumber grade B, no substitutes; also 1 box car grade A, no substitutes on 2025-01-23. Customer ref C005.",standard,development,71ae0b54c8bda4969e617e2139d1e9cecb2af5d208e64f6c4c08416e377db9cd
M000260,2025-01-23,C006,"Please deliver 47 kg lettuces grade B, substitution OK; also 13 kg strawberry grade A, no substitutes on 2025-01-23. Customer ref C006.",standard,development,9fd2b2c2eb7d7837ae53e24b8b7278d507f20c02145da1899ce233200f07fb92
M000261,2025-01-23,C007,"Hi team pls arrange 41 kg tomato grade A, no substitutes; also 25 kg strawberries grade B, substitution OK; also 2 box carrot grade A, no substitutes for 23/01; same delivery slot. Ref 07",hard,development,5fb9f8bf8eb4425fe3cf6c88fbabaf7c01b4a8365dc6a6ca82f305c88f07d400
M000262,2025-01-23,C008,"Please deliver 1 box car grade B, substitution OK; also 3 kg broccoli grade A, no substitutes on 2025-01-23. Customer ref C008.",standard,development,ef9ff72ead6e038850db495469591535661ef948444e90fd30cf73bdf5e4bf31
M000263,2025-01-23,C009,"Please deliver 9 kg spin grade A, no substitutes on 2025-01-23. Customer ref C009.",standard,development,588fd4a09bc4ab84c22b3e1e170bf662588450da2ee88036ca3fe94cb585eb83
M000264,2025-01-23,C010,"Please deliver 9 kg spin grade A, no substitutes on 2025-01-23. Customer ref C010.",standard,development,c96e8e02bb955a863cabeca119383f4d582a7f8a711b17b02b04e277e57b2f46
M000265,2025-01-23,C011,"Amendment - need 40 kg tomato grade B, substitution OK; also 6 box capsicum grade A, no substitutes for 23/01; confirm asap. Ref 11",hard,development,3bd4bdd71b5156f030192012b687a9921e11ab2c3c48ae65b0caea258838161f
M000266,2025-01-23,C012,"Hi team pls arrange 83 kg cucumber grade A, no substitutes; also 18 kg leaf spinach grade A, no substitutes; also 6 kg car grade A, no substitutes for 23/01; call if any issue. Ref 12",hard,development,3758111cd58ed003d54e519d9f45ee3ed8794c7b0ff398bb61736e014c5ea190
M000267,2025-01-24,C001,"Please deliver 33 kg cucumbers grade A, no substitutes; also 10 kg broc grade B, substitution OK on 2025-01-24. Customer ref C001.",standard,development,4abcd711f392754733b67b0a8328ee43ea8177590707199d332adac3b27e5c5b
M000268,2025-01-24,C002,"Please deliver 27 kg carrots grade A, no substitutes on 2025-01-24. Customer ref C002.",standard,development,782567687b707145c7e3bfb9da085cec545af4ae97c27e1559825c50513a49f7
M000269,2025-01-24,C003,"Please deliver 48 kg toms grade A, no substitutes; also 1 crate peppers grade A, no substitutes; also 5 box spin grade B, substitution OK; also 39 kg car grade B, substitution OK on 2025-01-24. Customer ref C003.",standard,development,23bfe733938102b59c8e8347637ed21e8db98bd955102595b9b9659d780c4e00
M000270,2025-01-24,C004,"Please deliver 1 crate toms grade B, no substitutes; also 3 kg strawberries grade B, substitution OK on 2025-01-24. Customer ref C004.",standard,development,c432cdc1cd616009109363050341a936a4b272ca90b55c8da5c362555eafca29
M000271,2025-01-24,C005,"Please deliver 1 crate bell pepper grade B, no substitutes; also 6 kg spinach grade B, substitution OK; also 4 box broccoli grade B, substitution OK on 2025-01-24. Customer ref C005.",standard,development,e2f8588cf9db0890391fbe48b123ce2a73e457c3c5f456ef15fd993b2b2e7d18
M000272,2025-01-24,C006,"Please deliver 1 crate strawberry grade B, substitution OK on 2025-01-24. Customer ref C006.",standard,development,c9c0f6da572ff0e6d02d77360f58384ab5e8a9855787140d5b4d58fc4c56d2fe
M000273,2025-01-24,C007,"Amendment - need 3 kg strawberry grade A, no substitutes; also 3 kg broccoli grade A, no substitutes for 24/01; same delivery slot. Ref 07",hard,development,02b30f020f5af74d5e6ac89c553e37ce6f62bc2c8e78980ad3bd7243d9d8cfbf
M000274,2025-01-24,C008,"Hi team pls arrange 1 crate bell pepper grade B, substitution OK for 24/01; confirm asap. Ref 08",hard,development,d94736999a2bb9882e98602f607c02f30027ce113aefaeb27f1bc151507eec88
M000275,2025-01-24,C009,"Please deliver 29 kg tomato grade A, no substitutes; also 11 box lettuce grade A, substitution OK; also 31 kg cuke grade B, no substitutes; also 3 kg strawberries grade B, substitution OK; also 36 kg carrot grade A, no substitutes on 2025-01-24. Customer ref C009.",standard,development,abc8016e2a560190b360bca123abdd80451788d6150c905688fcb88ef77c3ad4
M000276,2025-01-24,C010,"Please deliver 42 kg lettuce grade B, substitution OK; also 31 kg berries grade A, no substitutes; also 10 kg spin grade A, no substitutes on 2025-01-24. Customer ref C010.",standard,development,ffd0f582987b3e18cd3184164000e2a5bcbe61481f3026477e669caa80c1b235
M000277,2025-01-24,C011,"Please deliver 2 crate capsicum grade A, no substitutes; also 13 kg spin grade B, no substitutes; also 4 kg broc grade A, no substitutes on 2025-01-24. Customer ref C011.",standard,development,9982f488f90244e8d33dc5b508d2df5ff08aaf62c813519ef6082e6ffa9fe5b9
M000278,2025-01-24,C012,"Please deliver 15 kg broccoli grade A, substitution OK on 2025-01-24. Customer ref C012.",standard,development,5b0939bc6996feee8e1383acef442a6a16dbd809b5304aa68d8888ae6462f20e
M000279,2025-01-25,C001,"Please deliver 23 kg lettuce grade A, no substitutes; also 14 kg cuke grade A, no substitutes; also 3 box strawberry grade B, no substitutes; also 15 kg spin grade A, no substitutes; also 20 kg car grade B, substitution OK on 2025-01-25. Customer ref C001.",standard,development,60f28bbf27468a8aef6c8c09188e4c7679831fe6cefe85b78dda3aa63df6d61a
M000280,2025-01-25,C002,"Please deliver 8 kg lett grade A, no substitutes; also 18 kg car grade B, substitution OK on 2025-01-25. Customer ref C002.",standard,development,e5a9daf50671cab48459c17ba3553730eb9fab94ef9ecc0362ca8c17e8e646c9
M000281,2025-01-25,C003,"Please deliver 11 kg cuke grade A, no substitutes on 2025-01-25. Customer ref C003.",standard,development,92b1a6f90e34579b34f342b8aacff3ce6350fb7a324a6e8a595ae5641132719b
M000282,2025-01-25,C004,"Amendment - need 58 kg tomatoes grade A, substitution OK; also 1 box strawberries grade B, no substitutes; also 1 crate capsicum grade B, substitution OK for 25/01; confirm asap. Ref 04",hard,development,9b1f70aaf5a0f67da1eb3e2a5416f5ac116597b1f0fe600045986f63870bd51e
M000283,2025-01-25,C005,"Please deliver 5 box toms grade A, no substitutes; also 1 box berries grade B, no substitutes on 2025-01-25. Customer ref C005.",standard,development,d56d3dc4aec04a5aef14503aeed554726042fb74073e784523a0bb3dbe6115a3
M000284,2025-01-25,C006,"Please deliver 5 kg spin grade B, substitution OK on 2025-01-25. Customer ref C006.",standard,development,b6777c90550500b6bb95556c609fe897cc280ff2b640d6b665c8abf9ef7aee29
M000285,2025-01-25,C007,"Please deliver 29 kg cuke grade B, no substitutes; also 4 crate broc grade B, no substitutes on 2025-01-25. Customer ref C007.",standard,development,1fdcfed776ec2ec3e0b1b34868120d56f70f2e2778dbb83d3471fb15ca79a620
M000286,2025-01-25,C008,"Morning, can u send 3 kg cucumber grade B, substitution OK; also 49 kg capsicum grade A, no substitutes; also 10 kg spin grade B, substitution OK; also 12 kg brocc grade A, no substitutes for 25/01; call if any issue. Ref 08",hard,development,32e3e1310548f251d570aa4ffd053dd0b49c0579beae49b268b65ddc94ba3fcc
M000287,2025-01-25,C009,"Please deliver 3 box tomatoes grade B, substitution OK; also 14 kg lettuces grade A, no substitutes; also 3 crate berries grade B, substitution OK on 2025-01-25. Customer ref C009.",standard,development,fac29d886cfeab32e08d7d797a1c74a445b09c68178e898fb72db92f3671a7b9
M000288,2025-01-25,C010,"Please deliver 3 kg lett grade A, no substitutes; also 3 box carrot grade B, substitution OK on 2025-01-25. Customer ref C010.",standard,development,2938a7cca92c41338905aeff2d1ead9156fca95b50dc7c2327ee3d9be7224c28
M000289,2025-01-25,C011,"Morning, can u send 76 kg lettuces grade B, no substitutes; also 24 kg peppers grade B, no substitutes; also 18 kg spinach grade A, substitution OK; also 35 kg carrot grade A, no substitutes; also 9 kg broc grade B, no substitutes for 25/01; call if any issue. Ref 11",hard,development,e7f075338d95a40e7b367b5832e0898f408218169ad6c589227b43d3b9e5146c
M000290,2025-01-25,C012,"Please deliver 17 kg toms grade B, substitution OK on 2025-01-25. Customer ref C012.",standard,development,dab967f19fd7865742d5f414285eb74af858d3251fa0f4e38017ff08a75c2d03
M000291,2025-01-26,C001,"Please deliver 3 kg broccoli grade B, substitution OK on 2025-01-26. Customer ref C001.",standard,development,6111ea5c324f8bb418328e8169e024d63ab4cf4dd508ab2e5bde2f9a62cec5ba
M000292,2025-01-26,C002,"Please deliver 1 box tomato grade B, substitution OK; also 5 kg cuke grade A, no substitutes; also 31 kg capsicum grade B, substitution OK on 2025-01-26. Customer ref C002.",standard,development,586dc33d282edb062c6b1c99c86d4a82d773145a52d0995994d2933603c300a1
M000293,2025-01-26,C003,"Please deliver 11 kg leaf spinach grade A, substitution OK on 2025-01-26. Customer ref C003.",standard,development,b2d613ea60b7f7be10418f27ed4db825abf2035f803f6389cf9d0443507c275c
M000294,2025-01-26,C004,"Please deliver 8 kg spin grade A, no substitutes; also 38 kg car grade A, no substitutes on 2025-01-26. Customer ref C004.",standard,development,4a9b14abfb5b8fbecc3bed1b6d0e1f3a4e60eed49839650e982353bd524bed7f
M000295,2025-01-26,C006,"Please deliver 26 kg broccoli grade A, no substitutes on 2025-01-26. Customer ref C006.",standard,development,8c9d36fef3fdf38946d661801eefe3ac832bae94a15717f5dad6fde5f1e85c8c
M000296,2025-01-26,C007,"Please deliver 11 kg strawberry grade B, substitution OK on 2025-01-26. Customer ref C007.",standard,development,ddce84eca95d62ca1fb47b7a367efeb9a5c43e5bb88ade2758cdc7a4319a8198
M000297,2025-01-26,C008,"Please deliver 2 box carrots grade A, substitution OK; also 7 kg brocc grade A, no substitutes on 2025-01-26. Customer ref C008.",standard,development,45aa4f9841c1db33d9bca7716e910a575379aeb80bf316f7f125a6c9f328608f
M000298,2025-01-26,C009,"Please deliver 8 kg capsicum grade B, substitution OK on 2025-01-26. Customer ref C009.",standard,development,dc2ad42bbcffb5ea46241ef143e9d21960cd52d53cc9bac1dee082fb999c93b1
M000299,2025-01-26,C010,"Hi team pls arrange 76 kg tomatoes grade B, no substitutes; also 8 box lettuces grade B, substitution OK; also 34 kg cucumbers grade A, no substitutes; also 25 kg bell pepper grade A, no substitutes; also 3 kg spin grade A, no substitutes for 26/01; confirm asap. Ref 10",hard,development,974c5a596f905795c74ed837d1ce0f1eb2f8ae70f822296e0de946137be00b89
M000300,2025-01-26,C011,"Please deliver 91 kg tomato grade A, no substitutes; also 44 kg lettuces grade A, substitution OK; also 35 kg strawberry grade A, substitution OK; also 5 kg leaf spinach grade B, substitution OK on 2025-01-26. Customer ref C011.",standard,development,2197cf2a7bc849ecf887e62627a3d84d0a74803a3e0f67676032971cb9940d03
M000301,2025-01-26,C012,"Please deliver 5 kg cuke grade B, substitution OK; also 17 kg peppers grade A, no substitutes; also 3 crate spinach grade B, substitution OK; also 10 kg broc grade A, no substitutes on 2025-01-26. Customer ref C012.",standard,development,a45668a2a77f6f24b22349887d248bbe9d3a7c2770486740fbb621cced915e00
M000302,2025-01-27,C002,"Please deliver 16 kg spinach grade A, no substitutes; also 14 kg brocc grade A, substitution OK on 2025-01-27. Customer ref C002.",standard,development,7f8f750c7c63e3fb79f2db0cc4624531a414b462df947daf7ed8009f8537089e
M000303,2025-01-27,C003,"Please deliver 7 kg lettuce grade A, no substitutes; also 13 kg cucumbers grade A, no substitutes; also 7 kg berries grade A, no substitutes; also 13 kg spinach grade A, no substitutes; also 21 kg car grade B, substitution OK; also 5 kg broc grade A, no substitutes on 2025-01-27. Customer ref C003.",standard,development,a32b7fa034e64d924c87c22c70801994de797235819719fa8ac58e8380905efa
M000304,2025-01-27,C004,"Please deliver 20 kg toms grade B, substitution OK; also 4 crate bell pepper grade B, no substitutes; also 3 box carrot grade B, no substitutes on 2025-01-27. Customer ref C004.",standard,development,03642efc0650a25bf8b990948922707b3c337ce0eed1a9a30f1afabba9cd2394
M000305,2025-01-27,C005,"Please deliver 49 kg lettuce grade A, no substitutes; also 16 kg cucumbers grade A, no substitutes; also 3 kg broccoli grade B, substitution OK on 2025-01-27. Customer ref C005.",standard,development,e7f12eaf828129bf61f4d938e9a36c74e1c45d5c9f10304dda2a65944bff4c42
M000306,2025-01-27,C006,"Please deliver 24 kg tomatoes grade B, substitution OK; also 36 kg berries grade B, substitution OK; also 2 crate carrot grade B, substitution OK on 2025-01-27. Customer ref C006.",standard,development,7f9dfa9a88506d9957eeb46f77c768b9c7d6d3c689a8a36df87a737d98d6efa5
M000307,2025-01-27,C007,"Please deliver 6 box cucumber grade B, substitution OK on 2025-01-27. Customer ref C007.",standard,development,bcd40769ed987d5c11a64e97092204e4de6563989f7f8f97a2770347f7c50059
M000308,2025-01-27,C008,"Morning, can u send 12 kg cucumbers grade B, no substitutes; also 4 kg broc grade B, substitution OK for 27/01; same delivery slot. Ref 08",hard,development,785850c031bd851fffcfd73738e2eed35b38597e3139cceb3ed827c87707ec9d
M000309,2025-01-27,C009,"Please deliver 9 kg cucumber grade B, substitution OK on 2025-01-27. Customer ref C009.",standard,development,cd964c32edc91dc659503d52c0846913f9dc7e8ea04873c4e369c29bb1584af5
M000310,2025-01-27,C010,"Amendment - need 6 box toms grade B, substitution OK for 27/01; call if any issue. Ref 10",hard,development,37281b264f1815d108f038d7436dec28d526563d98033756f727781da216ed8a
M000311,2025-01-27,C011,"Please deliver 23 kg lettuce grade A, no substitutes; also 6 kg strawberry grade A, no substitutes; also 9 kg capsicum grade A, no substitutes; also 29 kg car grade A, no substitutes on 2025-01-27. Customer ref C011.",standard,development,8c0ebe753682955477056b6508cea0cdc32e300bcdfb3aa70d848091ac5c919d
M000312,2025-01-27,C012,"Please deliver 1 crate strawberry grade B, substitution OK; also 3 kg spinach grade B, substitution OK on 2025-01-27. Customer ref C012.",standard,development,d608d1996f7908ada199615bcef322ca975106f79c0cd2a80919cd1bee26336b
M000313,2025-01-28,C001,"Amendment - need 11 kg cucumbers grade B, substitution OK for 28/01; same delivery slot. Ref 01",hard,development,581bd6da8a6b7dfb9a48a9e61f1eb2512a3a7c9744c6668cb7cf236f062f3641
M000314,2025-01-28,C003,"Please deliver 39 kg tomatoes grade A, no substitutes; also 21 kg cucumber grade B, no substitutes; also 18 kg car grade A, no substitutes on 2025-01-28. Customer ref C003.",standard,development,887bbdb8b5d94de0f10108004a5ebdebe48734e57697d105ea841687ce0641a3
M000315,2025-01-28,C004,"Please deliver 27 kg capsicum grade A, no substitutes; also 7 kg spin grade B, no substitutes on 2025-01-28. Customer ref C004.",standard,development,2868d6f81f7f2a3f5da3bc9d24ae8c6764fdf9a578b8d83d567338de3c03b17d
M000316,2025-01-28,C005,"Please deliver 17 kg lettuce grade A, no substitutes; also 3 kg bell pepper grade B, substitution OK; also 24 kg car grade B, substitution OK; also 27 kg brocc grade A, no substitutes on 2025-01-28. Customer ref C005.",standard,development,44ec8972559f56ad269fbf12bb2d68f030be5f63739786e3afa1430b039a8afc
M000317,2025-01-28,C006,"Hi team pls arrange 1 box lett grade A, no substitutes for 28/01; call if any issue. Ref 06",hard,development,f9bda976363be30bb557d744665f477c5b1c35df4489466fa0285f8033b1b1e8
M000318,2025-01-28,C007,"Please deliver 1 box broccoli grade A, no substitutes on 2025-01-28. Customer ref C007.",standard,development,ff87bfea564bf0e72122d140432e22b8dbbeb7e6dbe527bd80f64c45af05f61b
M000319,2025-01-28,C008,"Please deliver 17 kg peppers grade A, no substitutes on 2025-01-28. Customer ref C008.",standard,development,4d97c2a8ba48fd69993d6f8ca13cab4dc26d75347223124f47364f515fec5ce5
M000320,2025-01-28,C009,"Please deliver 10 kg lettuce grade B, substitution OK on 2025-01-28. Customer ref C009.",standard,development,19658a8036b166e49f34a283176108bd78d05b52e3548de97c1c38f6effbab47
M000321,2025-01-28,C010,"Morning, can u send 21 kg lett grade A, no substitutes; also 1 crate bell pepper grade A, no substitutes; also 19 kg spin grade A, no substitutes; also 10 kg broccoli grade A, no substitutes for 28/01; same delivery slot. Ref 10",hard,development,44abdcb674e287f57f19fc86c1a0ba492a609a4555d218b1441ff44ca9e74278
M000322,2025-01-28,C011,"Please deliver 56 kg tomato grade A, no substitutes; also 18 kg lett grade A, no substitutes; also 8 box cucumber grade B, substitution OK; also 21 kg strawberry grade B, substitution OK on 2025-01-28. Customer ref C011.",standard,development,a472fb51f2e098b93c5071fddc3d00f61d7ea486d8fed197af32dbb7d149ee1a
M000323,2025-01-28,C012,"Please deliver 29 kg berries grade A, no substitutes; also 28 kg carrots grade A, no substitutes on 2025-01-28. Customer ref C012.",standard,development,f28458e3b7f3ae1b3ef35ef12e5e614bbffbd87f6ee5259f754217ad86ee259f
M000324,2025-01-29,C001,"Please deliver 2 crate strawberry grade B, substitution OK; also 3 kg broc grade A, no substitutes on 2025-01-29. Customer ref C001.",standard,development,f71a41e3590e44b8d2e480e0aee1fec4c9f4a066ee0e1250c57a8e2c851267f2
M000325,2025-01-29,C002,"Hi team pls arrange 5 crate cucumbers grade A, no substitutes; also 12 kg spinach grade A, no substitutes; also 38 kg car grade B, substitution OK for 29/01; call if any issue. Ref 02",hard,development,34e86f589adcde0e8d53407ced3df64941c2160d1d9bdc9ac70b1d34a87fa581
M000326,2025-01-29,C003,"Please deliver 35 kg cucumber grade A, no substitutes; also 5 box berries grade B, no substitutes; also 15 box leaf spinach grade B, substitution OK; also 1 crate carrot grade A, no substitutes on 2025-01-29. Customer ref C003.",standard,development,ccae4e22fc1919486c6b85dcaf08b0e1344cf423669916a3ce93e57a09706499
M000327,2025-01-29,C004,"Please deliver 9 kg berries grade A, no substitutes; also 15 kg peppers grade B, no substitutes on 2025-01-29. Customer ref C004.",standard,development,ba383b79884594204b040111c8e978e6f75c991955f94a67063de1a5c2e363ab
M000328,2025-01-29,C005,"Please deliver 79 kg tomato grade B, substitution OK; also 10 kg peppers grade B, no substitutes; also 2 crate spinach grade A, no substitutes on 2025-01-29. Customer ref C005.",standard,development,aee5c2630c49ede62f4dab04d586d45f2bebb4f93b3131b19188d19d1f81e32e
M000329,2025-01-29,C006,"Please deliver 48 kg lettuces grade A, no substitutes on 2025-01-29. Customer ref C006.",standard,development,c5d593e5414eacec493da2ff0a0c5bd7e400ed0ab10dea1da65e0336ed572e18
M000330,2025-01-29,C007,"Please deliver 31 kg tomatoes grade B, no substitutes; also 7 kg strawberry grade A, substitution OK; also 3 kg capsicum grade A, no substitutes; also 2 box car grade A, no substitutes on 2025-01-29. Customer ref C007.",standard,development,05568dd93bb594a2ee1508d3818a6fa8c92f0b185eceb8c12b7892aec5dff9a0
M000331,2025-01-29,C008,"Amendment - need 10 kg tomato grade B, substitution OK; also 5 crate lett grade B, substitution OK; also 1 box capsicum grade A, no substitutes; also 3 kg brocc grade A, no substitutes for 29/01; call if any issue. Ref 08",hard,development,d8bfac164120daebac8b12587db79d05a76fed1c33ad64ce01f7f196200244cf
M000332,2025-01-29,C009,"Please deliver 3 kg capsicum grade A, no substitutes; also 14 kg carrot grade B, substitution OK; also 4 kg broccoli grade A, no substitutes on 2025-01-29. Customer ref C009.",standard,development,f8c315f25b1df7266d451e5730dbb6b147c564749a3c5fe8b3f0d742315b4217
M000333,2025-01-29,C010,"Morning, can u send 3 kg brocc grade A, no substitutes for 29/01; call if any issue. Ref 10",hard,development,677e621abcc03169def90fb09f43cdb33060b0c097d2a345b40a995d02aec61c
M000334,2025-01-29,C011,"Please deliver 58 kg car grade A, no substitutes; also 17 kg broccoli grade B, no substitutes on 2025-01-29. Customer ref C011.",standard,development,4a9fda9c014e2d9d233c93c0c52d430995951bfb337214b5eee27f1d409fe0c6
M000335,2025-01-29,C012,"Morning, can u send 2 crate spinach grade B, no substitutes for 29/01; same delivery slot. Ref 12",hard,development,1728b7c792071cded1eaeec732a6ba10a55026b4f1cb810da8f64cfe19ff8a81
